,ID,count,lat,long,ilon,ilat
1058,79095,155,-34.975001473,-71.1750004895,116,440
1059,79096,1155,-34.9750014643,-71.1250006115,117,440
1060,79097,406,-34.9750014564,-71.0750006993,118,440
1061,79098,456,-34.9750014668,-71.025000765,119,440
1062,79099,1395,-34.9750014591,-70.9750008997,120,440
1063,79100,156,-34.9750014762,-70.9250010113,121,440
1064,79295,278,-35.025001388,-72.1749985454,96,439
1065,79296,896,-35.0250013805,-72.1249985907,97,439
1066,79297,1257,-35.0250013795,-72.0749987015,98,439
1067,79298,3077,-35.0250013977,-72.0249988476,99,439
1068,79299,6100,-35.025001393,-71.9749989215,100,439
1069,79300,727,-35.0250013712,-71.9249989898,101,439
1070,79301,2290,-35.0250013718,-71.874999087,102,439
1071,79302,1829,-35.0250013663,-71.8249992093,103,439
1072,79303,2076,-35.0250013666,-71.774999312,104,439
1073,79304,630,-35.0250013844,-71.7249993909,105,439
1074,79305,538,-35.0250013776,-71.6749994801,106,439
1075,79306,1011,-35.0250013648,-71.6249996068,107,439
1076,79307,7952,-35.0250013776,-71.5749997325,108,439
1077,79308,6473,-35.0250013798,-71.5249998071,109,439
1078,79309,3561,-35.0250013763,-71.4749999096,110,439
1079,79315,353,-35.0250013498,-71.1750004897,116,439
1080,79316,5702,-35.0250013484,-71.1250006117,117,439
1081,79317,3603,-35.0250013591,-71.0750006995,118,439
1082,79318,2995,-35.0250013789,-71.0250007719,119,439
1083,79319,340,-35.0250013715,-70.9750008932,120,439
1084,79515,395,-35.075001291,-72.1749985321,96,438
1085,79516,2527,-35.0750012806,-72.1249985977,97,438
1086,79517,1748,-35.0750012885,-72.0749987017,98,438
1087,79518,620,-35.075001307,-72.0249988478,99,438
1088,79519,2742,-35.0750012941,-71.974998915,100,438
1089,79520,1290,-35.0750012759,-71.92499899,101,438
1090,79521,2748,-35.0750012715,-71.8749991008,102,438
1091,79522,3463,-35.0750012726,-71.824999196,103,438
1092,79523,5370,-35.0750012708,-71.774999319,104,438
1093,79524,3078,-35.0750012779,-71.7249993979,105,438
1094,79525,457,-35.0750012922,-71.6749994803,106,438
1095,79526,197,-35.0750012917,-71.6249995935,107,438
1096,79536,3700,-35.075001257,-71.125000612,117,438
1097,79537,9825,-35.0750012632,-71.0750007065,118,438
